task_id,task_type,weather,operator_skill,machine_age,start_hour,estimated_min,actual_min,source
S01691,Trenching,Sunny,Intermediate,2,17,40,39,synthetic
S01692,Trenching,Cloudy,Intermediate,3,17,40,46,synthetic
S01693,Earth Excavation,Sunny,Beginner,10,13,65,96,synthetic
S01694,Material Loading,Windy,Intermediate,5,11,35,41,synthetic
S01695,Earth Excavation,Cloudy,Beginner,10,15,80,123,synthetic
S01696,Material Loading,Sunny,Expert,10,17,35,35,synthetic
S01697,Grading,Windy,Expert,8,8,30,33,synthetic
S01698,Earth Excavation,Sunny,Expert,10,17,45,52,synthetic
S01699,Material Loading,Cloudy,Intermediate,10,15,35,46,synthetic
S01700,Trenching,Rainy,Intermediate,6,14,50,64,synthetic
S01701,Demolition,Rainy,Intermediate,5,10,70,72,synthetic
S01702,Material Loading,Sunny,Beginner,6,11,25,32,synthetic
S01703,Grading,Cloudy,Intermediate,2,15,55,61,synthetic
S01704,Grading,Sunny,Beginner,4,17,55,77,synthetic
S01705,Grading,Cloudy,Expert,0,8,25,25,synthetic
S01706,Earth Excavation,Sunny,Intermediate,5,16,55,54,synthetic
S01707,Material Loading,Cloudy,Intermediate,10,14,20,25,synthetic
S01708,Material Loading,Cloudy,Beginner,2,7,20,26,synthetic
S01709,Demolition,Sunny,Intermediate,0,11,120,118,synthetic
S01710,Grading,Windy,Expert,5,14,25,26,synthetic
S01711,Demolition,Sunny,Intermediate,9,8,80,93,synthetic
S01712,Earth Excavation,Sunny,Intermediate,6,8,75,82,synthetic
S01713,Grading,Sunny,Intermediate,9,14,45,54,synthetic
S01714,Earth Excavation,Cloudy,Expert,7,10,70,76,synthetic
S01715,Demolition,Sunny,Beginner,9,16,85,124,synthetic
S01716,Trenching,Cloudy,Expert,5,8,50,55,synthetic
S01717,Grading,Cloudy,Intermediate,1,7,30,33,synthetic
S01718,Material Loading,Sunny,Expert,2,10,50,47,synthetic
S01719,Grading,Cloudy,Expert,0,14,45,45,synthetic
S01720,Grading,Sunny,Beginner,2,10,55,79,synthetic
S01721,Earth Excavation,Cloudy,Intermediate,9,11,45,53,synthetic
S01722,Trenching,Windy,Beginner,9,7,40,63,synthetic
S01723,Material Loading,Cloudy,Intermediate,2,16,30,35,synthetic
S01724,Earth Excavation,Sunny,Beginner,4,8,55,75,synthetic
S01725,Earth Excavation,Rainy,Intermediate,7,14,75,98,synthetic
S01726,Trenching,Rainy,Beginner,4,9,50,76,synthetic
S01727,Material Loading,Sunny,Expert,0,16,40,38,synthetic
S01728,Material Loading,Sunny,Expert,1,15,30,26,synthetic
S01729,Trenching,Sunny,Intermediate,2,8,35,35,synthetic
S01730,Trenching,Sunny,Expert,3,12,50,50,synthetic
S01731,Material Loading,Sunny,Expert,1,10,20,17,synthetic
S01732,Material Loading,Rainy,Beginner,4,7,20,28,synthetic
S01733,Trenching,Cloudy,Expert,10,7,35,41,synthetic
S01734,Trenching,Rainy,Intermediate,7,12,50,66,synthetic
S01735,Demolition,Sunny,Intermediate,10,10,150,191,synthetic
S01736,Earth Excavation,Cloudy,Intermediate,10,15,65,84,synthetic
S01737,Grading,Rainy,Intermediate,8,14,40,50,synthetic
S01738,Grading,Rainy,Expert,9,13,45,52,synthetic
S01739,Grading,Rainy,Beginner,8,12,45,76,synthetic
S01740,Material Loading,Rainy,Beginner,3,8,30,48,synthetic
S01741,Trenching,Sunny,Expert,2,9,40,41,synthetic
S01742,Earth Excavation,Cloudy,Expert,9,11,45,48,synthetic
S01743,Earth Excavation,Cloudy,Beginner,6,7,80,106,synthetic
S01744,Trenching,Rainy,Intermediate,0,14,65,72,synthetic
S01745,Material Loading,Rainy,Beginner,0,9,30,37,synthetic
S01746,Material Loading,Sunny,Beginner,5,14,20,30,synthetic
S01747,Trenching,Sunny,Intermediate,9,16,55,64,synthetic
S01748,Trenching,Rainy,Intermediate,6,13,65,72,synthetic
S01749,Material Loading,Sunny,Intermediate,3,11,30,31,synthetic
S01750,Demolition,Sunny,Expert,4,15,85,83,synthetic
S01751,Grading,Windy,Beginner,10,16,25,43,synthetic
S01752,Trenching,Windy,Intermediate,6,17,70,81,synthetic
S01753,Material Loading,Rainy,Beginner,8,16,45,72,synthetic
S01754,Earth Excavation,Rainy,Intermediate,10,16,60,83,synthetic
S01755,Earth Excavation,Sunny,Beginner,7,17,75,100,synthetic
S01756,Grading,Cloudy,Expert,9,11,45,53,synthetic
S01757,Material Loading,Sunny,Intermediate,6,14,40,42,synthetic
S01758,Trenching,Cloudy,Expert,3,15,35,34,synthetic
S01759,Grading,Rainy,Intermediate,1,17,50,59,synthetic
S01760,Earth Excavation,Cloudy,Expert,4,13,45,45,synthetic
S01761,Trenching,Sunny,Beginner,3,9,65,79,synthetic
S01762,Grading,Cloudy,Beginner,0,7,35,48,synthetic
S01763,Trenching,Sunny,Intermediate,5,14,30,34,synthetic
S01764,Earth Excavation,Rainy,Expert,4,7,80,87,synthetic
S01765,Demolition,Sunny,Intermediate,3,12,140,161,synthetic
S01766,Trenching,Sunny,Intermediate,1,12,65,69,synthetic
S01767,Grading,Rainy,Intermediate,5,7,25,31,synthetic
S01768,Earth Excavation,Sunny,Beginner,2,11,75,89,synthetic
S01769,Material Loading,Sunny,Intermediate,9,8,25,28,synthetic
S01770,Material Loading,Sunny,Beginner,3,17,45,65,synthetic
S01771,Demolition,Sunny,Beginner,7,9,95,122,synthetic
S01772,Trenching,Sunny,Intermediate,8,11,50,56,synthetic
S01773,Grading,Rainy,Expert,9,15,40,45,synthetic
S01774,Grading,Sunny,Expert,7,11,50,49,synthetic
S01775,Trenching,Sunny,Beginner,7,10,60,95,synthetic
S01776,Demolition,Windy,Expert,6,15,85,106,synthetic
S01777,Demolition,Sunny,Expert,3,17,75,73,synthetic
S01778,Trenching,Rainy,Beginner,5,14,30,49,synthetic
S01779,Demolition,Sunny,Intermediate,2,10,125,129,synthetic
S01780,Material Loading,Cloudy,Beginner,7,11,30,47,synthetic
S01781,Grading,Cloudy,Expert,4,9,45,46,synthetic
S01782,Trenching,Sunny,Intermediate,1,8,55,56,synthetic
S01783,Material Loading,Cloudy,Beginner,5,16,25,36,synthetic
S01784,Demolition,Sunny,Expert,8,7,135,142,synthetic
S01785,Earth Excavation,Cloudy,Intermediate,8,12,85,107,synthetic
S01786,Trenching,Cloudy,Beginner,10,15,55,89,synthetic
S01787,Demolition,Sunny,Expert,1,16,145,141,synthetic
S01788,Demolition,Sunny,Intermediate,9,17,70,91,synthetic
S01789,Trenching,Cloudy,Beginner,7,16,45,73,synthetic
S01790,Earth Excavation,Sunny,Expert,8,14,60,66,synthetic
S01791,Demolition,Sunny,Intermediate,7,11,105,123,synthetic
S01792,Earth Excavation,Windy,Expert,1,16,85,83,synthetic
S01793,Earth Excavation,Rainy,Intermediate,5,10,55,77,synthetic
S01794,Grading,Rainy,Intermediate,2,12,55,62,synthetic
S01795,Earth Excavation,Sunny,Expert,3,10,80,78,synthetic
S01796,Material Loading,Cloudy,Beginner,1,10,30,40,synthetic
S01797,Trenching,Sunny,Intermediate,9,8,50,57,synthetic
S01798,Grading,Sunny,Intermediate,0,7,35,35,synthetic
S01799,Earth Excavation,Sunny,Beginner,5,7,60,75,synthetic
S01800,Earth Excavation,Rainy,Beginner,4,17,85,132,synthetic
S01801,Trenching,Rainy,Expert,10,16,70,90,synthetic
S01802,Material Loading,Sunny,Beginner,4,13,30,37,synthetic
S01803,Trenching,Sunny,Intermediate,7,9,50,57,synthetic
S01804,Grading,Rainy,Intermediate,6,8,45,59,synthetic
S01805,Material Loading,Sunny,Expert,8,12,40,45,synthetic
S01806,Demolition,Sunny,Expert,0,8,70,65,synthetic
S01807,Material Loading,Sunny,Intermediate,10,14,45,52,synthetic
S01808,Demolition,Cloudy,Expert,9,12,80,86,synthetic
S01809,Earth Excavation,Sunny,Beginner,10,12,65,97,synthetic
S01810,Trenching,Rainy,Intermediate,3,9,55,70,synthetic
S01811,Trenching,Windy,Intermediate,0,11,60,59,synthetic
S01812,Grading,Rainy,Intermediate,1,8,40,48,synthetic
S01813,Demolition,Cloudy,Beginner,2,17,115,145,synthetic
S01814,Demolition,Windy,Beginner,7,9,90,144,synthetic
S01815,Trenching,Sunny,Intermediate,0,15,40,43,synthetic
S01816,Earth Excavation,Cloudy,Expert,1,12,65,63,synthetic
S01817,Grading,Sunny,Expert,0,17,35,30,synthetic
S01818,Earth Excavation,Rainy,Expert,5,9,70,72,synthetic
S01819,Earth Excavation,Sunny,Expert,4,10,55,53,synthetic
S01820,Earth Excavation,Windy,Intermediate,8,12,85,91,synthetic
S01821,Trenching,Sunny,Intermediate,9,16,35,44,synthetic
S01822,Demolition,Sunny,Intermediate,10,13,110,113,synthetic
S01823,Grading,Cloudy,Expert,4,7,35,36,synthetic
S01824,Material Loading,Cloudy,Beginner,0,12,45,57,synthetic
S01825,Trenching,Sunny,Intermediate,6,11,30,30,synthetic
S01826,Trenching,Rainy,Beginner,8,13,60,97,synthetic
S01827,Material Loading,Sunny,Intermediate,10,12,40,47,synthetic
S01828,Grading,Cloudy,Expert,3,9,40,38,synthetic
S01829,Grading,Windy,Expert,8,11,40,37,synthetic
S01830,Earth Excavation,Cloudy,Beginner,10,11,40,55,synthetic
S01831,Trenching,Sunny,Beginner,7,8,60,77,synthetic
S01832,Earth Excavation,Windy,Intermediate,10,17,40,53,synthetic
S01833,Grading,Sunny,Beginner,0,10,30,35,synthetic
S01834,Trenching,Windy,Beginner,0,15,30,40,synthetic
S01835,Trenching,Rainy,Expert,8,13,45,54,synthetic
S01836,Grading,Sunny,Intermediate,2,14,25,27,synthetic
S01837,Grading,Cloudy,Expert,6,7,55,57,synthetic
S01838,Demolition,Cloudy,Intermediate,10,11,90,122,synthetic
S01839,Earth Excavation,Sunny,Expert,6,14,80,82,synthetic
S01840,Trenching,Cloudy,Expert,2,16,60,60,synthetic
S01841,Grading,Sunny,Beginner,8,14,40,52,synthetic
S01842,Trenching,Cloudy,Intermediate,8,16,35,42,synthetic
S01843,Trenching,Rainy,Expert,10,17,65,86,synthetic
S01844,Grading,Rainy,Expert,1,7,45,48,synthetic
S01845,Demolition,Windy,Beginner,4,12,140,218,synthetic
S01846,Earth Excavation,Rainy,Expert,0,13,60,61,synthetic
S01847,Earth Excavation,Rainy,Intermediate,8,14,40,50,synthetic
S01848,Trenching,Sunny,Intermediate,8,17,35,42,synthetic
S01849,Material Loading,Sunny,Beginner,1,9,20,23,synthetic
S01850,Material Loading,Rainy,Intermediate,6,17,20,23,synthetic
S01851,Demolition,Cloudy,Expert,1,9,115,121,synthetic
S01852,Grading,Windy,Beginner,8,10,30,46,synthetic
S01853,Earth Excavation,Sunny,Intermediate,4,8,40,44,synthetic
S01854,Demolition,Cloudy,Intermediate,10,7,100,116,synthetic
S01855,Demolition,Sunny,Intermediate,10,11,110,121,synthetic
S01856,Trenching,Sunny,Beginner,8,13,55,72,synthetic
S01857,Grading,Sunny,Expert,6,16,35,38,synthetic
S01858,Grading,Sunny,Intermediate,3,16,45,46,synthetic
S01859,Grading,Cloudy,Beginner,7,10,25,32,synthetic
S01860,Trenching,Windy,Intermediate,0,14,55,64,synthetic
S01861,Grading,Sunny,Expert,0,13,25,23,synthetic
S01862,Earth Excavation,Rainy,Expert,4,15,75,88,synthetic
S01863,Earth Excavation,Sunny,Beginner,1,14,75,102,synthetic
S01864,Material Loading,Windy,Expert,0,8,35,38,synthetic
S01865,Earth Excavation,Sunny,Intermediate,10,12,45,55,synthetic
S01866,Earth Excavation,Windy,Intermediate,3,15,60,81,synthetic
S01867,Demolition,Rainy,Intermediate,2,13,60,73,synthetic
S01868,Earth Excavation,Cloudy,Intermediate,9,16,75,89,synthetic
S01869,Demolition,Cloudy,Intermediate,4,12,120,142,synthetic
S01870,Grading,Cloudy,Intermediate,7,8,50,52,synthetic
S01871,Demolition,Sunny,Intermediate,0,9,115,108,synthetic
S01872,Demolition,Cloudy,Intermediate,4,17,95,106,synthetic
S01873,Material Loading,Sunny,Intermediate,3,13,20,20,synthetic
S01874,Material Loading,Cloudy,Intermediate,4,16,20,21,synthetic
S01875,Grading,Cloudy,Intermediate,10,15,30,37,synthetic
S01876,Demolition,Cloudy,Beginner,6,8,85,120,synthetic
S01877,Earth Excavation,Sunny,Intermediate,5,14,85,90,synthetic
S01878,Earth Excavation,Sunny,Intermediate,4,10,65,71,synthetic
S01879,Trenching,Cloudy,Beginner,1,12,40,54,synthetic
S01880,Material Loading,Cloudy,Expert,4,17,25,26,synthetic
S01881,Trenching,Sunny,Expert,4,17,30,36,synthetic
S01882,Demolition,Cloudy,Intermediate,6,9,75,82,synthetic
S01883,Demolition,Sunny,Expert,10,11,65,65,synthetic
S01884,Grading,Sunny,Beginner,10,14,40,66,synthetic
S01885,Material Loading,Cloudy,Beginner,6,15,30,44,synthetic
S01886,Demolition,Windy,Intermediate,8,16,115,147,synthetic
S01887,Material Loading,Cloudy,Beginner,7,7,45,64,synthetic
S01888,Grading,Windy,Expert,4,9,25,28,synthetic
S01889,Grading,Sunny,Intermediate,10,13,45,52,synthetic
S01890,Material Loading,Rainy,Expert,0,7,35,33,synthetic
S01891,Trenching,Rainy,Expert,5,8,45,53,synthetic
S01892,Demolition,Sunny,Intermediate,10,8,140,156,synthetic
S01893,Demolition,Cloudy,Expert,10,7,115,117,synthetic
S01894,Earth Excavation,Rainy,Expert,1,9,65,72,synthetic
S01895,Earth Excavation,Cloudy,Beginner,0,17,70,81,synthetic
S01896,Material Loading,Rainy,Expert,2,7,45,53,synthetic
S01897,Demolition,Cloudy,Intermediate,0,13,145,154,synthetic
S01898,Trenching,Cloudy,Intermediate,5,8,55,66,synthetic
S01899,Trenching,Sunny,Intermediate,7,8,30,34,synthetic
S01900,Grading,Cloudy,Intermediate,5,14,35,39,synthetic
S01901,Trenching,Cloudy,Expert,9,14,35,37,synthetic
S01902,Material Loading,Sunny,Beginner,0,13,25,29,synthetic
S01903,Earth Excavation,Rainy,Intermediate,8,7,70,89,synthetic
S01904,Grading,Sunny,Intermediate,6,7,30,29,synthetic
S01905,Trenching,Rainy,Expert,10,15,30,40,synthetic
S01906,Earth Excavation,Rainy,Intermediate,10,8,55,78,synthetic
S01907,Material Loading,Cloudy,Beginner,10,12,20,31,synthetic
S01908,Demolition,Cloudy,Intermediate,1,12,90,102,synthetic
S01909,Trenching,Sunny,Intermediate,6,17,55,62,synthetic
S01910,Earth Excavation,Sunny,Beginner,7,17,65,88,synthetic
S01911,Demolition,Sunny,Expert,1,11,115,106,synthetic
S01912,Earth Excavation,Sunny,Intermediate,8,15,70,75,synthetic
S01913,Demolition,Rainy,Beginner,10,9,125,180,synthetic
S01914,Trenching,Rainy,Intermediate,8,17,65,99,synthetic
S01915,Grading,Sunny,Intermediate,10,13,35,43,synthetic
S01916,Grading,Rainy,Expert,2,8,45,46,synthetic
S01917,Demolition,Cloudy,Beginner,5,11,65,91,synthetic
S01918,Trenching,Rainy,Intermediate,9,15,35,46,synthetic
S01919,Material Loading,Rainy,Beginner,0,11,40,52,synthetic
S01920,Grading,Sunny,Intermediate,3,15,55,59,synthetic
S01921,Material Loading,Rainy,Expert,2,17,45,49,synthetic
S01922,Demolition,Windy,Expert,5,17,135,157,synthetic
S01923,Earth Excavation,Cloudy,Expert,2,14,60,61,synthetic
S01924,Earth Excavation,Sunny,Intermediate,10,17,60,73,synthetic
S01925,Grading,Rainy,Expert,7,16,30,38,synthetic
S01926,Earth Excavation,Sunny,Intermediate,4,15,45,51,synthetic
S01927,Demolition,Cloudy,Intermediate,2,11,110,118,synthetic
S01928,Trenching,Sunny,Expert,2,17,35,33,synthetic
S01929,Material Loading,Rainy,Expert,6,17,25,29,synthetic
S01930,Material Loading,Sunny,Beginner,0,16,35,47,synthetic
S01931,Grading,Sunny,Intermediate,7,7,25,29,synthetic
S01932,Earth Excavation,Windy,Intermediate,0,12,40,38,synthetic
S01933,Trenching,Sunny,Beginner,3,9,50,69,synthetic
S01934,Grading,Sunny,Expert,8,17,55,59,synthetic
S01935,Earth Excavation,Sunny,Intermediate,4,8,40,36,synthetic
S01936,Trenching,Sunny,Intermediate,1,13,55,54,synthetic
S01937,Grading,Cloudy,Beginner,10,16,50,82,synthetic
S01938,Grading,Windy,Beginner,4,10,25,36,synthetic
S01939,Demolition,Rainy,Intermediate,0,12,110,120,synthetic
S01940,Grading,Sunny,Beginner,0,15,30,39,synthetic
S01941,Demolition,Sunny,Intermediate,10,14,100,112,synthetic
S01942,Material Loading,Rainy,Intermediate,0,14,20,21,synthetic
S01943,Material Loading,Sunny,Expert,2,14,40,37,synthetic
S01944,Trenching,Cloudy,Expert,4,14,60,52,synthetic
S01945,Earth Excavation,Sunny,Intermediate,6,11,65,66,synthetic
S01946,Grading,Sunny,Expert,3,7,55,51,synthetic
S01947,Material Loading,Sunny,Intermediate,1,10,25,27,synthetic
S01948,Earth Excavation,Cloudy,Expert,1,14,60,63,synthetic
S01949,Trenching,Cloudy,Beginner,2,7,35,49,synthetic
S01950,Trenching,Sunny,Intermediate,7,13,60,69,synthetic
S01951,Trenching,Sunny,Expert,8,7,65,65,synthetic
S01952,Earth Excavation,Windy,Beginner,7,12,85,114,synthetic
S01953,Earth Excavation,Windy,Expert,4,12,55,63,synthetic
S01954,Grading,Sunny,Beginner,7,14,40,58,synthetic
S01955,Earth Excavation,Sunny,Expert,4,12,80,81,synthetic
S01956,Material Loading,Sunny,Intermediate,9,9,45,52,synthetic
S01957,Material Loading,Rainy,Intermediate,5,11,25,30,synthetic
S01958,Earth Excavation,Cloudy,Expert,6,10,40,42,synthetic
S01959,Material Loading,Cloudy,Expert,2,13,20,20,synthetic
S01960,Earth Excavation,Cloudy,Expert,3,7,65,63,synthetic
S01961,Grading,Sunny,Intermediate,3,15,25,26,synthetic
S01962,Demolition,Sunny,Intermediate,7,9,130,134,synthetic
S01963,Earth Excavation,Sunny,Beginner,3,10,80,115,synthetic
S01964,Grading,Sunny,Intermediate,3,9,25,30,synthetic
S01965,Trenching,Sunny,Beginner,0,17,60,83,synthetic
S01966,Grading,Windy,Expert,3,12,40,40,synthetic
S01967,Material Loading,Cloudy,Beginner,3,17,40,60,synthetic
S01968,Trenching,Cloudy,Intermediate,6,13,35,44,synthetic
S01969,Earth Excavation,Sunny,Beginner,9,16,65,103,synthetic
S01970,Material Loading,Sunny,Beginner,10,10,35,48,synthetic
S01971,Trenching,Sunny,Intermediate,8,16,50,62,synthetic
S01972,Grading,Sunny,Intermediate,1,8,40,39,synthetic
S01973,Grading,Rainy,Expert,5,12,45,54,synthetic
S01974,Grading,Sunny,Intermediate,2,16,45,50,synthetic
S01975,Earth Excavation,Rainy,Expert,4,14,50,55,synthetic
S01976,Demolition,Cloudy,Beginner,4,10,80,115,synthetic
S01977,Grading,Cloudy,Expert,2,13,50,49,synthetic
S01978,Material Loading,Cloudy,Beginner,3,14,50,66,synthetic
S01979,Earth Excavation,Sunny,Expert,1,10,75,80,synthetic
S01980,Grading,Windy,Expert,6,7,40,43,synthetic
S01981,Earth Excavation,Sunny,Intermediate,2,12,55,60,synthetic
S01982,Grading,Sunny,Beginner,7,14,25,31,synthetic
S01983,Material Loading,Sunny,Beginner,8,8,40,57,synthetic
S01984,Grading,Cloudy,Beginner,10,13,25,35,synthetic
S01985,Grading,Sunny,Beginner,6,10,50,70,synthetic
S01986,Material Loading,Sunny,Intermediate,4,10,30,34,synthetic
S01987,Earth Excavation,Sunny,Expert,3,12,55,47,synthetic
S01988,Trenching,Sunny,Expert,7,10,55,55,synthetic
S01989,Trenching,Sunny,Beginner,6,10,45,55,synthetic
S01990,Earth Excavation,Sunny,Expert,3,17,65,71,synthetic
S01991,Demolition,Sunny,Beginner,5,14,115,159,synthetic
S01992,Demolition,Windy,Intermediate,6,9,85,104,synthetic
S01993,Earth Excavation,Rainy,Expert,2,14,85,85,synthetic
S01994,Trenching,Sunny,Intermediate,7,17,60,73,synthetic
S01995,Trenching,Cloudy,Intermediate,3,12,65,73,synthetic
S01996,Trenching,Cloudy,Intermediate,1,10,50,48,synthetic
S01997,Grading,Windy,Intermediate,0,14,45,49,synthetic
S01998,Grading,Sunny,Intermediate,8,16,25,28,synthetic
S01999,Grading,Rainy,Intermediate,5,17,25,30,synthetic
